station_id,name,lat,lon
45214,South Michigan Spotter,42.674,-87.026
45215,"Oswego, NY (274)",43.501,-76.539
45216,"Ontonagon, MI",46.907,-89.354
45217,Wisconsin Point,46.708,-92.0
45218,"Wisconsin Shipwreck Coast NMS / Sheboygan, WI",43.731,-87.624
45219,Two Harbors Nearshore Buoy,47.021,-91.625
45220,Dunkirk Buoy,42.561,-79.432
45221,North Lake Champlain,44.756,-73.355
45222,Beach 2 Buoy,42.126,-80.148
45223,Beach 6 Buoy,42.144,-80.139
45t01,"MID SUPERIOR- 60NM North Northeast Hancock, MI",48.008,-87.666
46001,"WESTERN GULF OF ALASKA  - 175NM SE of Kodiak, AK",56.296,-148.027
46002,"WEST OREGON - 275NM West of Coos Bay, OR",42.56,-130.523
46003,S ALEUTIANS,51.831,-155.85
46004,Middle Nomad,50.93,-136.1
46005,"WEST WASHINGTON - 300NM West of Aberdeen, WA",46.147,-131.077
46006,"SOUTHEAST PAPA - 600NM West of Eureka, CA",40.73,-137.42
46007,,59.2,-152.7
46008,,57.1,-151.7
46009,,60.2,-146.8
46010,,46.2,-124.2
46011,"SANTA MARIA - 21NM NW of Point Arguello, CA",34.937,-120.999
46012,"HALF MOON BAY - 24NM SSW of San Francisco, CA",37.356,-122.881
46013,"BODEGA BAY - 48NM NW of San Francisco, CA",38.235,-123.317
46014,"PT ARENA - 19NM North of Point Arena, CA",39.225,-123.98
46015,"PORT ORFORD - 15 NM West of Port Orford, OR",42.754,-124.839
46016,,63.283,-170.3
46017,,60.283,-172.3
46018,,60.283,-177.0
46019,,57.2,-170.3
46020,,55.883,-168.0
46021,,57.7,-160.0
46022,"EEL RIVER - 17NM WSW of Eureka, CA",40.716,-124.54
46023,"PT ARGUELLO - 17NM WNW of Point Arguello, CA",34.714,-120.967
46024,,33.0,-119.2
46025,"Santa Monica Basin - 33NM WSW of Santa Monica, CA",33.765,-119.077
46026,"SAN FRANCISCO - 18NM West of San Francisco, CA",37.75,-122.838
46027,"ST GEORGES - 8 NM NW of Crescent City, CA",41.84,-124.382
46028,"CAPE SAN MARTIN - 55NM West NW of Morro Bay, CA",35.763,-121.9
46029,COLUMBIA RIVER BAR - 20NM West of Columbia River Mouth,46.148,-124.508
46030,BLUNTS REEF,40.423,-124.525
46031,,55.5,-161.683
46032,,54.2,-165.8
46033,,55.783,-159.8
46034,,55.1,-163.1
46035,"CENTRAL BERING SEA - 310 NM North of Adak, AK",57.034,-177.468
46036,South Nomad,48.36,-133.94
46037,,48.3,-133.8
46038,,41.9,-124.4
46039,,48.2,-123.4
46040,,44.8,-124.3
46041,"CAPE ELIZABETH - 45NM NW of Aberdeen, WA",47.351,-124.741
46042,"MONTEREY - 27NM WNW of Monterey, CA",36.787,-122.408
46043,,46.9,-124.2
46044,,36.7,-122.378
46045,REDONDO BEACH,33.84,-118.45
46047,"TANNER BANK - 121 NM West of San Diego, CA",32.418,-119.535
46048,,32.9,-117.9
46050,"STONEWALL BANK - 20NM West of Newport, OR",44.679,-124.535
46051,Harvest Experiment Platform,34.48,-120.69
46053,"EAST SANTA BARBARA  - 12NM Southwest of Santa Barbara, CA",34.246,-119.842
46054,"WEST SANTA BARBARA  38 NM West of Santa Barbara, CA",34.274,-120.468
46059,"WEST CALIFORNIA - 357NM West of San Francisco, CA",38.067,-129.895
46060,"WEST ORCA BAY - 8NM NW of Hinchinbrook Is., AK",60.571,-146.795
46061,"Seal Rocks - Between Montague and Hinchinbrook Islands, AK",60.23,-146.837
46062,"Pt. San Luis, CA - 18 NM South Southwest of Morro Bay, CA",35.101,-121.01
46063,"Pt.Conception, CA - 50NM West of Santa Barbara, CA",34.273,-120.699
46066,"SOUTH KODIAK - 310NM SSW of Kodiak, AK",52.776,-154.992
46069,"SOUTH SANTA ROSA - 14 NM SW of Santa Rosa Island, CA",33.657,-120.227
46070,"SOUTHWEST BERING SEA - 142NM NNE OF ATTU IS, AK",55.048,175.246
46071,"WESTERN ALEUTIANS - 14NM SOUTH OF AMCHITKA IS, AK",51.035,179.808
46072,CENTRAL ALEUTIANS 230 NM SW Dutch Harbor,51.645,-172.145
46073,"SOUTHEAST BERING SEA - 205 NM WNW of Dutch Harbor, AK",54.985,-171.874
46075,"SHUMAGIN ISLANDS - 85NM South of Sand Point, AK",53.93,-160.763
46076,"CAPE CLEARE - 17 NM South of Montague Is,  AK",59.508,-148.005
46077,"SHELIKOF STRAIT, AK",57.869,-154.211
46078,"ALBATROSS BANK - 104NM South of Kodiak Is., AK",55.561,-152.599
46079,Barren Island,59.05,-152.23
46080,"PORTLOCK BANK - 76 NM ENE of Kodiak, AK",57.91,-150.129
46081,Western Prince William Sound,60.802,-148.283
46082,"Cape Suckling - 35 NM SE of Kayak Is, AK",59.67,-143.353
46083,"FAIRWEATHER GROUND - 105 NM West  of Juneau, AK",58.276,-138.024
46084,"CAPE EDGECUMBE - 25NM SSW of Cape Edgecumbe, AK",56.614,-136.04
46085,"CENTRAL GULF OF ALASKA -  265NM West of Cape Ommaney, AK",55.84,-142.895
46086,"SAN CLEMENTE BASIN - 27NM SE Of San Clemente Is, CA",32.504,-118.029
46087,"Neah Bay - 6 NM North of Cape Flattery, WA (Traffic Separation Lighted Buoy)",48.493,-124.727
46088,"NEW DUNGENESS - 17 NM NE of Port Angeles, WA",48.332,-123.179
46089,"TILLAMOOK, OR - 85 NM WNW of Tillamook, OR",45.928,-125.815
46090,SOCAL WEST NOOS WX BUOY,32.876,-120.718
46091,MBM0,36.835,-121.899
46092,MBM1,36.751,-122.029
46093,MBM2,36.69,-122.41
46094,"Buoy NH-10 - West of Newport, OR",44.642,-124.3
46096,Columbia River Entrance - SATURN Station #02 Offshore,46.173,-124.127
46097,OOI Newport Shelf,44.639,-124.304
46098,OOI Waldport Offshore,44.378,-124.947
46099,OOI Westport Shelf,46.988,-124.567
46100,OOI Westport Offshore,46.851,-124.964
46105,"South Cook Inlet - 10NM NW of East Amatuli Light, AK",59.049,-152.233
46106,Central Cook Inlet AK,59.76,-152.09
46107,Montague Strait,59.925,-147.992
46108,Lower Cook Inlet (204),59.598,-151.828
46109,Port Angeles Buoy,48.123,-123.395
46110,Sequim Buoy,48.115,-123.032
46111,Fort Worden Buoy,48.131,-122.748
46112,Marrowstone Buoy,48.1,-122.73
46113,Poulsbo Buoy,47.73,-122.646
46114,"West Monterey Bay, CA (185)",36.7,-122.343
46115,Bering Sea,57.069,-177.75
46116,"SATURN Estuary Station #07, Baker Bay, WA",46.287,-124.016
46117,"SATURN Estuary Station #09, Youngs Bay, OR",46.176,-123.869
46118,Se'lhaem Bellingham Bay,48.724,-122.576
46119,Cha'Ba La Push,47.967,-124.95
46120,"Pt Wells, WA (U of Wash)",47.761,-122.397
46121,"Carr Inlet, WA (U of Wash)",47.28,-122.73
46122,"Dabob Bay, WA (U of Wash)",47.803,-122.803
46123,"Twanoh - Hood Canal, WA (U of Wash)",47.375,-123.008
46124,"Hoodsport - Hood Canal, WA (U of Wash)",47.422,-123.113
46125,"Hansville - Hood Canal, WA",47.907,-122.627
46126,Wide Bay (Shell),53.951,-166.602
46127,"SATURN Offshore Station #10, Columbia River, South Jetty, OR",46.215,-124.063
46128,"Buoy CB-06 - West of Coos Bay, OR",43.292,-124.538
46131,Sentry Shoal,49.91,-124.98
46132,South Brooks,49.78,-127.89
46134,Pat Bay,48.65,-123.5
46138,"South Hecate Strait, Canada (174)",52.437,-129.795
46139,"La Perouse Bank DWR, Canada  (195)",48.844,-126.01
46145,Central Dixon Entrance Buoy,54.37,-132.42
46146,Halibut Bank,49.34,-123.73
46147,South Moresby,51.83,-131.22
46181,Nanakwa Shoal,53.83,-128.83
46183,North Hecate Strait,53.62,-131.1
46184,North Nomad,53.92,-138.85
46185,South Hecate Strait,52.42,-129.79
46204,West Sea Otter,51.38,-128.77
46205,West Dixon Entrance,54.18,-134.32
46206,La Perouse Bank,48.84,-126.0
46207,East Dellwood,50.87,-129.92
46208,West Moresby,52.52,-132.69
46211,"Grays Harbor, WA (036)",46.857,-124.243
46212,"Humboldt Bay South Spit, CA (128)",40.753,-124.313
46213,"Cape Mendocino, CA (094)",40.291,-124.748
46214,"Point Reyes, CA (029)",37.944,-123.466
46215,"Diablo Canyon, CA (076)",35.204,-120.859
46216,"Goleta Point, CA (107)",34.333,-119.803
46217,"Anacapa Passage, CA (111)",34.167,-119.435
46218,"Harvest, CA (071)",34.452,-120.78
46219,"San Nicolas Island, CA (067)",33.226,-119.891
46220,"El Porto, CA (125)",33.897,-118.446
46221,"Santa Monica Bay, CA (028)",33.86,-118.641
46222,"San Pedro, CA (092)",33.614,-118.314
46223,"Dana Point, CA (096)",33.458,-117.767
46224,"Oceanside Offshore, CA (045)",33.178,-117.472
46225,"Torrey Pines Outer, CA (100)",32.933,-117.391
46226,"Point La Jolla, CA (095)",32.848,-117.353
46227,"Point Loma, CA (091)",32.632,-117.444
46228,"Pitas Point, CA (130)",34.317,-119.417
46229,"UMPQUA OFFSHORE, OR (139)",43.772,-124.549
46230,"Huntington Beach Nearshore, CA (172)",33.623,-118.012
46231,"Mission Bay, CA (093)",32.747,-117.37
46232,"Point Loma South, CA  (191)",32.517,-117.425
46233,SCCOOS San Diego Mooring,32.936,-117.32
46234,"Port Hueneme Nearshore, CA (141)",34.1,-119.168
46235,"Imperial Beach Nearshore, CA (155)",32.57,-117.169
46236,"Monterey Canyon Outer, CA  (156)",36.759,-121.95
46237,"San Francisco Bar, CA  (142)",37.788,-122.634
46238,"Santa Cruz Basin, CA (167)",33.76,-119.55
46239,"Point Sur, CA (157)",36.342,-122.11
46240,"Cabrillo Point, Monterey Bay, CA  (158)",36.626,-121.907
46241,"San Elijo Nearshore, CA (161)",33.003,-117.292
46242,"Camp Pendleton Nearshore, CA  (043)",33.22,-117.439
46243,"Clatsop Spit, OR (162)",46.215,-124.129
46244,"Humboldt Bay, North Spit, CA (168)",40.896,-124.358
46245,"Ventura Nearshore, CA - 169",34.251,-119.308
46246,Ocean Station PAPA  (166),49.903,-145.246
46247,"San Francisco Offshore, CA  (180)",37.753,-122.833
46248,"Astoria Canyon, OR  (179)",46.133,-124.64
46249,"Santa Cruz Island South, CA (182)",33.821,-119.708
46250,"Point Mugu Offshore, CA - 184",34.034,-119.09
46251,"Santa Cruz Basin, CA (203)",33.769,-119.565
46252,"Anacapa Passage South, CA (212)",33.953,-119.257
46253,"San Pedro South, CA (213)",33.576,-118.182
46254,"SCRIPPS Nearshore, CA (201)",32.868,-117.267
46255,"Begg Rock, CA  (138)",33.4,-119.651
46256,"Long Beach Channel, CA (215)",33.7,-118.201
46257,"Harvest Southeast, CA (216)",34.439,-120.766
46258,"Mission Bay West, CA (220)",32.749,-117.502
46259,"Santa Lucia Escarpment, CA (222)",34.774,-121.491
46260,"Lakeside, OR (231)",43.586,-124.29
46261,"Reedsport, OR (232)",43.76,-124.225
46262,"Santa Barbara Island North, CA (234)",33.704,-119.004
46263,"Fort Bragg South, CA (235)",39.37,-123.912
46264,"Kodiak, AK (236)",57.479,-151.695
46265,"Nome, AK (241)",64.474,-165.479
46266,"Del Mar Nearshore, CA (153)",32.957,-117.279
46267,"Angeles Point, WA (248)",48.171,-123.6
46268,"Topanga Nearshore, CA (103)",34.022,-118.578
46269,"Point Santa Cruz, CA (254)",36.934,-122.034
46270,S.W. Bering Sea,55.003,175.284
46273,"Torrey Pines Inner, CA (101)",32.93,-117.274
46274,"Leucadia Nearshore, CA (262)",33.062,-117.314
46275,"Red Beach Nearshore, CA (264)",33.291,-117.501
46276,"Pajaro Beach, CA (266)",36.845,-121.825
46277,"Green Beach Offshore, CA (271)",33.336,-117.659
46278,"Tillamook Bay South Jetty, OR (270)",45.559,-123.991
46279,"Pajaro Beach South, CA (267)",36.838,-121.82
46280,Newport PWS North (277),44.575,-124.234
46281,"Newport PWS South, OR (278)",44.559,-124.233
46282,"Aptos Creek Nearshore, CA 275",36.951,-121.921
46283,"Yaquina Channel SW, OR (280)",44.567,-124.237
46284,"Soquel Cove South, CA (281)",36.93,-121.934
46285,"Capistrano Beach Nearshore, CA (284)",33.445,-117.68
46290,NOOSS Optimization Buoy,32.659,-120.63
46303,Southern Georgia Strait,49.02,-123.43
46304,Entrance To English Bay,49.3,-123.36
46401,"SOUTHEAST ADAK - 377NM SE of Adak, AK",46.638,-170.79
46402,"South Dutch Harbor - 220 NM SSE of Dutch Harbor, AK",50.913,-164.147
46403,"SOUTHEAST SHUMAGIN ISLAND - 186 NM SE of Shumagin Is, AK",52.7,-156.983
46404,"WEST ASTORIA - 230 NM West of Astoria, OR",45.852,-128.745
46405,"325 NM West-Southwest of Newport, OR",42.903,-130.909
46406,"2,900 NM Southeast of Hawaii",-8.491,-125.022
46407,"NEWPORT - 210NM West of Coos Bay, OR",42.704,-128.895
46408,"NIKOLSKI - 212 NM South of Umnak Is, AK",49.677,-169.825
46409,"SOUTHEAST KODIAK - 210 NM SE of Kodiak, AK",55.338,-148.575
46410,"SOUTH CORDOVA - 188 NM SSE of Cordova, AK",57.641,-143.771
46411,"Mendocino - 150 NM West of  Mendocino Bay, CA",39.337,-127.04
46412,"San Diego - 175 NM West of San Diego, CA",32.4,-120.582
46413,"SOUTH-SOUTHEAST ADAK - 243 NM SSE of Adak Island, AK",48.031,-173.766
46414,"SOUTHEAST CHIRIKOF - 165 NM SE of Chirikof Island, AK",53.756,-152.456
46415,"SOUTHWEST JUNEAU - 370 NM SW of Juneau, AK",53.029,-139.889
46416,"WEST VANCOUVER - 442NM West of Vancouver, BC, Canada",49.939,-134.427
46419,"NORTHWEST SEATTLE - 300 NM WNW of Seattle, WA",48.816,-129.614
46451,"PMEL 4G Test 1 - 83NM W of Newport, OR",44.815,-125.699
46452,"PMEL 4G Test 2 - 74NM West of Newport, OR",44.807,-125.759
46453,Backyard Buoys - Quinault North,47.45,-124.43
46490,NOOSS Optimization Buoy,32.455,-120.557
46518,Drifting Buoy,44.5,-170.0
46531,Drifting Buoy,41.0,-165.0
46534,Drifting Buoy,48.0,-165.0
46538,Drifting Buoy,24.14,-127.9
46551,Drifting Buoy,53.033,-161.81
46553,Drifting Buoy,54.54,-165.44
46565,Drifting Buoy,44.5,-170.0
46779,Drifting Buoy,57.0,-149.0
46780,Drifting Buoy,56.04,-167.14
46781,Drifting Buoy,54.634,-177.948
46782,Drifting Buoy,56.04,-167.14
46785,Drifting Buoy,55.0,-173.0
46b35,"CENTRAL BERING SEA - 310 NM North of Adak, AK",57.069,-177.75
46d02,Adrift buoy from 46402,50.983,-163.943
46d04,Adrift Buoy from 46404,42.87,-128.752
46d15,Adrift buoy from 46415,53.035,-139.884
46d16,Adrift buoy from 46416,49.901,-134.395
46flo,Monterey Bay (FLOSSIE),36.668,-122.562
46t29,COLUMBIA RIVER BAR - 20NM West of Columbia River Mouth,46.141,-124.574
46x61,Adrift buoy from 46061,60.238,-146.833
48011,Red Dog Mine,67.582,-164.185
48012,Point Lay (UAF),70.025,-166.071
48021,Tuktoyaktuk,70.35,-133.0
48114,30 NM West of King Island,65.011,-169.454
48211,Camden Bay (Shell Arctic),70.37,-146.04
48212,Harrison Bay (Shell Arctic),70.874,-150.279
48213,Burger,71.502,-164.133
48214,Klondike (MOB1),70.872,-165.248
48215,Hanna Shoal (MOB3),71.502,-164.133
48216,Crackerjack (Shell Arctic),71.758,-167.952
48400,Ocean Climate Station Papa,50.055,-144.873
48677,,72.568,-177.61
48678,,74.076,-172.987
48679,,75.778,-159.89
48680,,74.776,-157.236
51000,NORTHERN HAWAII ONE - 245NM NE of Honolulu HI,23.534,-153.752
51001,"NORTHWESTERN HAWAII ONE - 188 NM NW of Kauai Island, HI",24.475,-162.03
51002,"SOUTHWEST HAWAII - 215NM SSW of Hilo, HI",17.07,-157.755
51003,"WESTERN  HAWAII - 205 NM SW of Honolulu, HI",19.143,-160.645
51004,"SOUTHEAST HAWAII - 205 NM Southeast of Hilo, HI",17.504,-152.197
51005,,20.4,-156.1
51026,Northern Molokai,21.35,-156.93
51027,,20.4,-157.1
51028,Christmas Island,0.0,-153.913
51045,"Hilo Bay, HI",19.734,-155.082
51046,"Kawaihai, HI",20.024,-155.828
51100,"NORTHERN HAWAII TWO - 252NM NE of Honolulu, HI",23.558,-153.9
51101,"NORTHWESTERN HAWAII TWO - 186 NM NW of Kauai Is., HI",24.359,-162.081
51111,Backyard Buoys - Tau Faga Cove,-14.245,-169.509
511x1,"NORTHWESTERN HAWAII TWO - 190NM NW of Kauai Is, HI",23.445,-162.279
51200,"Barbers Point, HI  (164)",21.096,-158.303
51201,"Waimea Bay, HI (106)",21.671,-158.118
51202,"Mokapu Point, HI (098)",21.414,-157.681
51203,"Kaumalapau, HI (146)",20.788,-157.01
51204,"Barbers Point, HI #2 (165)",21.281,-158.124
51205,"Pauwela, Maui, HI (187)",21.018,-156.421
51206,"Hilo, Hawaii, HI (188)",19.779,-154.97
51207,"Kaneohe Bay, HI (198)",21.477,-157.752
51208,"Hanalei, Kauai, HI (202)",22.285,-159.574
51209,"Aunuu, American Samoa (189)",-14.273,-170.501
51210,"Kaneohe Bay, WETS, HI (225)",21.477,-157.757
51211,"Pearl Harbor Entrance, HI (233)",21.297,-157.959
51212,"Barbers Point, Kalaeloa, HI (238)",21.323,-158.149
51213,"Kaumalapau Southwest, Lanai, HI (239)",20.75,-157.002
51214,"King-Poloa, American Samoa (273)",-14.296,-170.875
51406,CENTRAL SOUTH PACIFIC  - 1040NM NNE of Pitcarin Is,-8.48,-125.027
51407,"HAWAII - 34NM West of Kailua-Kona, HI",19.53,-156.601
51425,"NORTHWEST APIA - 370 NM NW of Apia, Samoa",-9.511,-176.258
51426,SOUTHEAST TONGA - 400NM SE of Tonga,-23.11,-168.385
51542,TAO Buoy Adrift,0.018,-179.903
51d07,Adrift buoy from 51407,19.614,-156.562
51d26,SOUTHEAST TONGA - 400NM SE of Tonga,-22.993,-168.133
51wh0,WHOTS - Woods Hole Ocean Time-series,22.0,-157.0
52009,,13.729,-144.668
52162,Backyard Buoys - Saipan Sugar Dock,15.15,145.694
52200,"Ipan, Guam (121)",13.354,144.788
52201,"Kalo, Majuro, Marshall Islands (163)",7.078,171.384
52202,"Ritidian Point, Guam (196)",13.682,144.811
52211,"Tanapag, Saipan, NMI (197)",15.269,145.664
52212,"Ngaraard, Babeldaob, Palau (219)",7.63,134.671
52213,"North Point, Pohnpei, Micronesia (178)",7.081,158.244
52214,"Rumung, Yap, Micronesia (272)",9.678,138.176
52215,"UTWE, KOSRAE, MICRONESIA (276)",5.241,163.001
52216,"Pikareej, Arno, Marshall Islands (282)",7.323,171.641
52401,NORTHEAST SAIPAN - 610 NM ENE of Saipan,19.282,155.759
52402,SOUTHEAST SAIPAN - 540NM ESE of Saipan,11.928,153.876
52403,"NORTH MANUS - 345NM North of Manus Is , New Guinea",4.018,145.628
52404,"NORTH PHILIPPINE SEA - 750 NM NE of Manila, Philippines",20.625,132.228
52405,"SOUTH PHILIPPINE SEA -725 NM West of Agana, Guam",12.992,132.232
52406,NORTHEAST SOLOMON - 370NM NE of Guadalcanal,-5.374,164.99
52834,,14.0,154.953
52837,,9.777,137.0
52838,,7.774,140.0
52839,,5.758,143.0
52840,,8.731,151.0
52841,,5.943,149.0
52842,,6.759,150.0
52843,,11.761,134.0
52849,,16.0,155.256
52858,,14.0,154.953
52862,,16.0,155.256
52901,,15.0,155.104
53005,,-8.0,81.0
53006,,-12.0,81.0
53009,,-12.0,93.0
53040,,-8.0,95.0
53046,South Bali,-11.445,113.607
53056,,-5.0,95.0
53057,,-2.0,90.0
53401,Indonesia,0.05,91.899
5401000,NZC - Offshore Gisborne Hikurangi,-38.2,-179.797
5401001,NZE - Offshore East Cape Kermadec,-36.049,-177.708
5401002,NZF - Offshore Raoul Island Kermadec,-29.683,-175.012
5401003,NZG - Offshore Tongatapu Tonga,-23.352,-173.402
5401004,NZH - Offshore Niue Tonga,-20.088,-171.863
5401005,NZI - Offshore Samoa Tonga,-16.889,-171.191
54401,"NORTHEAST NEW ZEALAND - 640NM NE of Auckland, NZ",-33.109,-173.155
54d01,"NORTHEAST NEW ZEALAND - 640NM NE of Auckland, NZ",-33.005,-172.985
5501002,NZA - Offshore Wellington Hikurangi,-42.371,176.911
5501003,NZB - Offshore Hawke's Bay Hikurangi,-40.599,179.096
5501004,NZD - Offshore Bay of Plenty Kermadec,-36.1,178.604
5501005,NZJ - Offshore Norfolk Island New Hebrides,-26.667,163.955
5501006,NZK - Offshore New Caledonia New Hebrides,-24.309,169.499
5501007,NZL - Offshore Vanuatu New Hebrides,-19.31,166.782
55012,Coral Sea 1     -     1285km ENE of Townsville,-15.664,158.453
55013,TASMAN SEA 3     -     1160km ESE of Hobart,-46.665,161.001
55015,TASMAN SEA 1     -     1110km ESE of Hobart,-46.956,160.343
55016,ETD Fiji Basin,-26.0,176.0
55023,Coral Sea 2     -     870km NE of Townsville,-14.715,153.537
55039,,-38.36,148.11
55042,Tasman Sea 2     -     1175km ESE of Hobart,-44.79,161.7
55401,"600 NM Southeast of Hobart, Tasmania",-46.922,160.562
56001,Indian Ocean 1     -      1025km NW of Dampier,-14.046,110.028
56003,Indian Ocean 2     -     630km NNE of Dampier,-15.019,118.073
56053,,-16.0,81.0
56055,,-25.0,100.0
61001,Nice Buoy,43.4,7.8
61002,Lion Buoy,42.102,4.703
62001,Gascogne Buoy,45.23,-5.0
62027,"Jersey Buoy, English Channel - 5 nm south of Jersey, UK",49.082,-2.218
62028,"Weymouth Bay, UK",50.59,-2.3
62029,K1 Buoy,48.72,-12.43
62030,L4 Buoy,50.25,-4.217
62050,E1,50.0,-4.4
62052,,48.5,-5.6
62081,K2 Buoy,51.0,-13.55
62090,M1 - 50 NM West of Aran Islands,53.127,-11.2
62091,M2 - 20 NM East of Lambay,53.469,-5.418
62092,M3 - 30 NM Southwest of Mizen Head,51.13,-10.33
62093,M4 - Donegal Bay,55.0,-10.0
62094,M5 - South East,51.41,-6.42
62095,M6 - West Coast,53.04,-15.53
62103,Channel Lightship,49.9,-2.9
62105,K4 Buoy,55.41,-11.81
62107,Sevenstones Lightship,50.102,-6.1
62108,K3 Buoy,53.5,-19.5
62114,"Tartan ""A"" AWS",58.3,0.0
62121,Carrack AWS,53.5,2.7
62124,Conwy,53.6,-3.6
62125,,53.8,-3.5
62126,,53.9,-3.6
62127,Cleeton AWS,54.0,0.7
62130,Brae A,58.7,1.3
62135,Trent,54.2,1.6
62142,North Sea,53.0,2.101
62144,Clipper AWS,53.4,1.7
62145,North Sea,53.102,2.8
62146,Lomond AWS,57.2,2.1
62147,Galaxy 111,55.7,4.7
62148,Barque AWS,53.6,1.5
62149,"West Sole ""A"" AWS",53.7,1.1
62150,Amethyst AWS,53.6,0.7
62163,Brittany Buoy,47.55,-8.47
62164,Anasuria AWS,57.2,0.8
62165,Ravenspurn North AWS,54.0,1.1
62166,Thames,53.0,2.5
62170,F3 Light Vessel,51.24,2.0
62298,Celtic Sea Buoy,49.4,-8.6
62301,Aberporth Buoy,52.22,-4.42
62303,Pembroke Buoy,51.602,-5.1
62304,Sandettie Lightship,51.102,1.8
62305,Greenwich Lightship,50.4,0.0
62442,Pap,49.0,-16.5
63105,"Brent ""B"" AWS",61.0,1.692
63110,Beryl A AWS,59.5,1.5
63112,Cormorant AWS,61.1,1.0
63113,"Brent ""A"" AWS",61.0,1.708
63115,Magnus AWS,61.6,1.3
63117,Eider AWS,61.4,1.1
64045,K5 Buoy,59.15,-11.79
64046,K7 Buoy,60.483,-4.167
91204,"Ulithi Is., Caroline",9.9,139.7
91222,"Pagan Is.,Mariana",18.13,145.77
91251,"Enewetak, MarShall",11.43,162.35
91328,"Ulul Atoll, Caroline",8.6,149.67
91338,"Satawan Atoll, Caro.",5.28,153.65
91343,"Oroluk, Caroline",7.63,155.16
91352,"Pingelap, Caroline",6.21,160.7
91355,"Kosrae, Caroline",5.36,162.96
91356,"Kosrae, Caroline",5.36,162.96
91365,"Ujae Atoll, Marshall",8.93,165.75
91374,"Maloelap, Marshall",8.7,171.2
91377,"Mili, Marshalls Is.",6.1,172.1
91411,"Ngulu Atoll, Caroline",8.3,137.5
91442,"Ebon Atoll, Caroline",4.6,168.7
97001,,30.0,-90.0
aamc1,"9414750 - Alameda, CA",37.772,-122.3
aban6,"Alexandria Bay, NY",44.333,-75.933
abya2,"Auke Bay Lab Dock, AK",58.381,-134.646
acfs1,"Grove Plantation, ACE Basin Reserve, SC",32.664,-80.413
acmn4,"Atlantic City Marina, NJ",39.38,-74.42
acqs1,"St. Pierre, ACE Basin Reserve, SC",32.523,-80.357
acxs1,"Bennett's Point, ACE Basin Reserve, SC",32.559,-80.454
acyn4,"8534720 - Atlantic City, NJ",39.357,-74.418
adbf1,"Dry Bar, Apalachicola Reserve, FL",29.675,-85.058
adka2,"9461380 - Adak Island, AK",51.861,-176.637
agcm4,"9014070 - Algonac, MI",42.621,-82.527
agmw3,"Algoma City Marina, WI",44.608,-87.433
agxc1,"9410647 - Angels Gate, CA",33.716,-118.246
ajxa2,"Juneau AJ Dock, AK",58.287,-134.398
akxa2,"Akutan, AK",54.132,-165.782
alia2,"9457804 - Alitak, AK",56.898,-154.247
alrf1,Alligator Reef,24.9,-80.6
alsn6,"Ambrose Light, NY",40.45,-73.8
alxn6,"8311062 - Alexandria Bay, NY",44.331,-75.934
amaa2,"East Amatuli Island Light, AK",58.916,-151.952
amps1,Payload Test (LAB Set-Up),30.357,-89.613
amps2,Payload Test (BUOY Set-Up),30.357,-89.613
amps3,Payload Test (C-MAN Set-Up),30.357,-89.613
amps4,Payload Test (PSI Set-Up),30.357,-89.613
amrl1,"8764227 - LAWMA, Amerada Pass, LA",29.45,-91.338
ancf1,"Anclote Gulf Park, FL",28.193,-82.789
anmf1,"ANM - Anna Maria, FL",27.538,-82.739
anmn6,"Field Station, Hudson River Reserve, NY",42.018,-73.917
anpt2,"8775241 - Aransas, Aransas Pass, TX",27.837,-97.039
anrn6,"Tivoli South Bay, Hudson River Reserve, NY",42.027,-73.926
anta2,"9455920 - Anchorage, AK",61.238,-149.89
anvc1,"9416841 - Arena Cove, CA",38.915,-123.711
apam2,"8575512 - Annapolis, MD",38.983,-76.479
apcf1,"8728690 - Apalachicola, FL",29.724,-84.98
apma2,"Anchorage Port, AK",61.238,-149.887
apnm4,"Alpena Harbor Light, Alpena, MI",45.06,-83.424
apqf1,"East Bay Bottom, Apalachicola Reserve, FL",29.786,-84.875
aprp7,"1630000 - Apra Harbor, Guam",13.444,144.657
apxa2,"Anchor Point, Kachemak Bay Reserve, AK",59.77,-151.868
apxf1,"East Bay, Apalachicola Reserve, FL",29.769,-84.881
arop4,"9757809 - Arecibo, PR",18.48,-66.702
arpf1,"APK - Aripeka, FL",28.433,-82.667
asbo1,Ashtabula Lighthouse,41.918,-80.796
asto3,"9439040 - Astoria, OR",46.207,-123.768
atgm1,"8413320 - Bar Harbor, ME",44.392,-68.204
atka2,"9461710 - Atka, AK",52.232,-174.173
audp4,"9759412 - Aquadilla, PR",18.457,-67.165
auga2,"Augustine Island, AK",59.378,-153.348
avan4,"Avalon, NJ",39.09,-74.72
awrt2,"8774230 - Aransas Wildlife Refuge, TX",28.227,-96.796
babt2,"8776604 - Baffin Bay, TX",27.297,-97.405
bara9,"9761115 - Barbuda, AG",17.591,-61.821
barn6,"Barcelona Harbor, NY",42.345,-79.595
batn6,"8518750 - The Battery, NY",40.701,-74.014
baxc1,9410691 - Los Angeles Badger Avenue Bridge,33.766,-118.24
bbnf1,BBCW8,25.601,-80.306
bbsf1,BBCW10,25.472,-80.349
bcfm2,Brewerton Channel Range Front Light (8574831),39.205,-76.524
bctp1,Beach 2 Tower,42.153,-80.131
bdrn4,"8539094 - Burlington, Delaware River, NJ",40.082,-74.87
